GLCMcorrelation,GlobalEntropy,LBPentropy,EdgeDensity,EnergyRatio,SpectralVariance,Mean_RGB,Std_RGB,Skew_RGB,Label
0.9415914,7.778465,8.67798,0.2429847,0.771448,1.07941,114.0455,74.04276,0.08340945,1
0.8730897,7.225359,13.14224,0.1852679,0.7683256,1.189706,78.00534,51.64603,0.6126629,1
0.8589399,7.416443,8.825986,0.2197066,0.7791249,1.304646,83.3097,50.77554,0.2909715,1
0.878656,7.389726,8.971133,0.2165179,0.7736021,1.006015,84.72945,52.32723,0.1976869,1
0.9049308,7.343659,16.68661,0.1820791,0.7619016,1.312489,98.6193,46.85564,0.4844122,1
0.9044434,7.731622,14.82598,0.2142857,0.7717332,1.143932,102.3366,67.37567,0.1503634,1
0.9606912,6.313407,12.01331,0.2235332,0.7666878,1.598096,133.918,77.82618,0.6521643,1
0.9109271,7.415767,13.09942,0.2254464,0.7694458,1.239215,98.81625,48.525,0.01187165,1
0.897856,7.436782,10.05381,0.1904412,0.7621628,1.519826,72.52499,52.39148,1.309505,1
0.9119017,7.46984,13.01839,0.2012117,0.766879,1.361,94.80479,46.03274,0.02210448,1
0.8951435,7.428237,10.73677,0.2346939,0.7793395,1.034164,141.9101,63.04691,-0.8612215,1
0.9148847,6.14366,11.54748,0.1782525,0.7594827,1.350701,32.68462,26.56732,1.801396,1
0.940439,7.418139,12.06745,0.1935587,0.7640098,1.51747,70.92365,57.32986,0.6385977,1
0.9331232,7.03814,13.8569,0.2184311,0.7611841,1.476779,120.471,40.98915,-0.8625395,1
0.9428409,6.908613,8.652834,0.1938775,0.7726945,1.146821,72.46013,46.45349,0.5776539,1
0.9069091,6.83384,11.24333,0.2155612,0.774219,0.9978596,44.36766,50.82443,1.665819,1
0.956272,7.712881,12.69867,0.2421703,0.7676578,1.719996,113.3549,73.83198,0.4006951,1
0.882679,7.351617,9.528751,0.2200255,0.7693675,1.267195,58.33578,54.50654,1.346664,1
0.9588625,7.219403,11.74208,0.192602,0.7643859,1.264879,74.85031,58.54776,0.8931097,1
0.9409598,5.656635,7.849731,0.1639031,0.7568888,1.334427,32.50803,25.07965,3.002997,1
0.9588651,6.771582,12.1504,0.1626275,0.7597022,1.53552,64.35434,46.37297,0.7276211,1
0.9429669,7.28802,11.77131,0.2034439,0.7689971,1.55649,68.89779,57.4599,0.6634535,1
0.9595792,7.481834,13.01834,0.2279975,0.761403,1.372127,82.63912,60.13136,0.9450132,1
